Date,Price
2015/01/29,2597.02,
2015/01/28,2603.82,
2015/01/27,2598.04,
2015/01/26,2586.45,
2015/01/23,2594.32,
2015/01/22,2596.88,
2015/01/21,2600.55,
2015/01/20,2599.92,
2015/01/19,2583.75,
2015/01/16,2577.63,
2015/01/15,2581.63,
2015/01/14,2579.51,
2015/01/13,2578.31,
2015/01/12,2579.64,
2015/01/09,2574.68,
2015/01/08,2577.35,
2015/01/07,2586.88,
2015/01/06,2590.23,
2015/01/05,2583.17,
2015/01/02,2582.76,
2014/12/31,2592.21,
2014/12/30,2592.20,
2014/12/29,2595.26,
2014/12/24,2590.30,
2014/12/23,2581.31,
2014/12/22,2577.18,
2014/12/19,2568.14,
2014/12/18,2564.52,
2014/12/17,2586.79,
2014/12/15,2583.20,
2014/12/12,2573.06,
2014/12/11,2570.32,
2014/12/10,2567.76,
2014/12/09,2568.43,
2014/12/08,2558.03,
2014/12/05,2558.38,
2014/12/04,2550.72,
2014/12/03,2541.65,
2014/12/02,2538.03,
2014/12/01,2532.68,
2014/11/28,2546.17,
2014/11/27,2535.67,
2014/11/26,2531.95,
2014/11/25,2536.82,
2014/11/24,2537.76,
2014/11/21,2538.60,
2014/11/20,2528.81,
2014/11/19,2530.88,
2014/11/18,2519.45,
2014/11/17,2510.67,
2014/11/14,2514.67,
2014/11/13,2533.20,
2014/11/12,2546.01,
2014/11/11,2541.21,
2014/11/10,2543.85,
2014/11/07,2535.98,
2014/11/06,2531.21,
2014/11/05,2530.97,
2014/11/04,2538.39,
2014/11/03,2535.33,
2014/10/31,2518.44,
2014/10/30,2512.14,
2014/10/29,2514.73,
2014/10/28,2513.85,
2014/10/27,2506.37,
2014/10/24,2503.95,
2014/10/23,2500.68,
2014/10/22,2494.13,
2014/10/21,2495.16,
2014/10/20,2494.35,
2014/10/17,2479.60,
2014/10/16,2476.20,
2014/10/15,2483.93,
2014/10/14,2494.32,
2014/10/13,2495.01,
2014/10/10,2501.73,
2014/10/09,2510.78,
2014/10/08,2519.69,
2014/10/07,2515.46,
2014/10/06,2506.75,
2014/10/03,2510.37,
2014/10/02,2519.29,
2014/10/01,2525.51,
2014/09/30,2537.54,
2014/09/29,2531.85,
2014/09/26,2537.79,
2014/09/25,2538.35,
2014/09/23,2541.60,
2014/09/22,2552.60,
2014/09/19,2564.85,
2014/09/18,2560.15,
2014/09/17,2563.42,
2014/09/16,2561.01,
2014/09/15,2567.49,
2014/09/12,2569.69,
2014/09/11,2580.41,
2014/09/10,2585.73,
2014/09/09,2583.94,
2014/09/08,2584.48,
2014/09/05,2582.89,
2014/09/04,2589.17,
2014/09/03,2594.55,
2014/09/02,2599.49,
2014/09/01,2602.39,
2014/08/29,2601.55,
2014/08/28,2591.22,
2014/08/27,2590.20,
2014/08/26,2585.47,
2014/08/25,2582.18,
2014/08/22,2586.02,
2014/08/21,2575.10,
2014/08/20,2574.94,
2014/08/19,2580.73,
2014/08/18,2574.73,
2014/08/15,2568.78,
2014/08/14,2563.04,
2014/08/13,2554.62,
2014/08/12,2562.06,
2014/08/11,2555.68,
2014/08/08,2562.85,
2014/08/07,2565.35,
2014/08/06,2566.84,
2014/08/05,2565.29,
2014/08/04,2565.18,
2014/08/01,2573.20,
2014/07/31,2581.96,
2014/07/30,2579.40,
2014/07/29,2576.17,
2014/07/28,2577.57,
2014/07/25,2573.18,
2014/07/24,2567.26,
2014/07/23,2555.25,
2014/07/22,2563.34,
2014/07/21,2559.37,
2014/07/18,2557.40,
2014/07/17,2554.48,
2014/07/16,2557.02,
2014/07/15,2554.75,
2014/07/14,2552.85,
2014/07/11,2553.47,
2014/07/10,2554.81,
2014/07/09,2558.18,
2014/07/08,2569.62,
2014/07/07,2568.94,
2014/07/04,2567.02,
2014/07/03,2569.36,
2014/07/02,2560.51,
2014/07/01,2556.95,
2014/06/30,2539.23,
2014/06/27,2538.63,
2014/06/26,2536.92,
2014/06/25,2531.83,
2014/06/24,2545.92,
2014/06/23,2551.58,
2014/06/20,2554.50,
2014/06/19,2548.02,
2014/06/18,2551.60,
2014/06/17,2543.34,
2014/06/13,2545.83,
2014/06/12,2549.00,
2014/06/11,2555.02,
2014/06/10,2546.62,
2014/06/09,2543.73,
2014/06/06,2543.24,
2014/06/05,2542.05,
2014/06/04,2537.02,
2014/06/03,2534.58,
2014/06/02,2529.55,
2014/05/30,2514.46,
2014/05/29,2506.34,
2014/05/28,2506.83,
2014/05/27,2493.94,
2014/05/26,2487.30,
2014/05/23,2487.59,
2014/05/22,2482.85,
2014/05/21,2486.71,
2014/05/20,2481.83,
2014/05/19,2480.81,
2014/05/16,2475.27,
2014/05/15,2487.75,
2014/05/14,2487.63,
2014/05/13,2482.92,
2014/05/12,2488.69,
2014/05/09,2490.34,
2014/05/08,2498.86,
2014/05/06,2496.78,
2014/05/05,2493.11,
2014/05/02,2493.03,
2014/04/30,2496.07,
2014/04/29,2494.00,
2014/04/25,2499.12,
2014/04/24,2498.98,
2014/04/23,2498.50,
2014/04/22,2490.19,
2014/04/17,2483.02,
2014/04/16,2471.02,
2014/04/15,2461.46,
2014/04/14,2474.21,
2014/04/11,2473.45,
2014/04/10,2468.27,
2014/04/09,2468.19,
2014/04/08,2474.23,
2014/04/07,2475.86,
2014/04/04,2475.27,
2014/04/03,2476.70,
2014/04/02,2461.34,
2014/04/01,2449.66,
2014/03/31,2446.45,
2014/03/28,2442.01,
2014/03/27,2441.38,
2014/03/26,2442.93,
2014/03/25,2446.67,
2014/03/24,2439.92,
2014/03/20,2436.20,
2014/03/19,2436.42,
2014/03/18,2428.64,
2014/03/17,2431.63,
2014/03/14,2426.22,
2014/03/13,2430.13,
2014/03/12,2432.79,
2014/03/11,2429.45,
2014/03/10,2427.83,
2014/03/07,2431.05,
2014/03/06,2435.46,
2014/03/05,2429.13,
2014/03/04,2423.43,
2014/03/03,2420.54,
2014/02/28,2428.49,
2014/02/27,2419.03,
2014/02/26,2421.38,
2014/02/25,2431.47,
2014/02/24,2441.12,
2014/02/21,2441.89,
2014/02/20,2436.36,
2014/02/19,2436.50,
2014/02/18,2436.19,
2014/02/17,2441.03,
2014/02/14,2440.93,
2014/02/13,2447.85,
2014/02/12,2447.88,
2014/02/11,2448.44,
2014/02/10,2449.08,
2014/02/07,2446.29,
2014/02/06,2448.19,
2014/02/05,2445.91,
2014/02/04,2453.58,
2014/02/03,2451.60,
2014/01/31,2462.03,
2014/01/30,2460.29,
2014/01/29,2465.98,
2014/01/28,2459.54,
2014/01/27,2464.03,
2014/01/24,2465.72,
2014/01/23,2462.39,
2014/01/22,2447.33,
2014/01/21,2441.85,
2014/01/20,2438.15,
2014/01/17,2443.87,
2014/01/16,2433.42,
2014/01/15,2420.17,
2014/01/14,2415.71,
2014/01/13,2416.65,
2014/01/10,2411.29,
2014/01/09,2413.99,
2014/01/08,2420.30,
2014/01/07,2422.02,
2014/01/06,2414.77,
2014/01/03,2407.09,
2014/01/02,2404.38,
2013/12/31,2388.68,
2013/12/30,2385.74,
2013/12/27,2362.01,
2013/12/24,2341.37,
2013/12/23,2337.54,
2013/12/20,2333.23,
2013/12/19,2325.01,
2013/12/18,2322.70,
2013/12/17,2321.92,
2013/12/13,2335.35,
2013/12/12,2340.43,
2013/12/11,2339.94,
2013/12/10,2339.10,
2013/12/09,2337.41,
2013/12/06,2348.30,
2013/12/05,2325.39,
2013/12/04,2319.55,
2013/12/03,2313.39,
2013/12/02,2318.38,
2013/11/29,2327.29,
2013/11/28,2314.43,
2013/11/27,2305.99,
2013/11/26,2301.29,
2013/11/25,2305.08,
2013/11/22,2308.92,
2013/11/21,2315.98,
2013/11/20,2322.64,
2013/11/19,2321.13,
2013/11/18,2325.76,
2013/11/15,2342.46,
2013/11/14,2339.84,
2013/11/13,2341.68,
2013/11/12,2343.92,
2013/11/11,2345.28,
2013/11/08,2343.70,
2013/11/07,2349.93,
2013/11/06,2343.44,
2013/11/05,2335.42,
2013/11/04,2323.72,
2013/11/01,2325.21,
2013/10/31,2318.26,
2013/10/30,2319.53,
2013/10/29,2319.44,
2013/10/28,2310.56,
2013/10/25,2302.46,
2013/10/24,2306.13,
2013/10/23,2312.13,
2013/10/22,2314.83,
2013/10/21,2314.45,
2013/10/18,2313.74,
2013/10/17,2313.81,
2013/10/16,2319.23,
2013/10/15,2324.31,
2013/10/14,2309.61,
2013/10/11,2304.35,
2013/10/10,2304.87,
2013/10/09,2298.71,
2013/10/08,2300.30,
2013/10/07,2297.28,
2013/10/04,2301.42,
2013/10/03,2299.05,
2013/10/02,2299.28,
2013/10/01,2305.65,
2013/09/30,2311.78,
2013/09/27,2309.99,
2013/09/26,2308.61,
2013/09/25,2302.31,
2013/09/23,2298.11,
2013/09/20,2298.91,
2013/09/19,2299.85,
2013/09/18,2285.25,
2013/09/17,2288.73,
2013/09/16,2285.52,
2013/09/13,2289.87,
2013/09/12,2294.19,
2013/09/11,2295.03,
2013/09/10,2280.52,
2013/09/09,2280.24,
2013/09/06,2282.73,
2013/09/05,2288.62,
2013/09/04,2297.66,
2013/09/03,2294.93,
2013/09/02,2289.55,
2013/08/30,2289.64,
2013/08/29,2305.39,
2013/08/28,2306.51,
2013/08/27,2307.67,
2013/08/26,2305.09,
2013/08/23,2301.97,
2013/08/22,2301.61,
2013/08/21,2290.28,
2013/08/20,2287.95,
2013/08/19,2285.89,
2013/08/16,2287.12,
2013/08/15,2273.76,
2013/08/14,2281.58,
2013/08/13,2269.89,
2013/08/12,2254.77,
2013/08/08,2241.04,
2013/08/07,2233.39,
2013/08/06,2232.02,
2013/08/05,2242.93,
2013/08/02,2238.92,
2013/08/01,2239.96,
2013/07/31,2227.80,
2013/07/30,2225.07,
2013/07/29,2220.28,
2013/07/26,2214.33,
2013/07/25,2209.19,
2013/07/24,2208.39,
2013/07/23,2209.69,
2013/07/22,2211.48,
2013/07/19,2206.37,
2013/07/18,2207.53,
2013/07/17,2204.84,
2013/07/16,2202.58,
2013/07/15,2205.83,
2013/07/12,2201.51,
2013/07/11,2201.91,
2013/07/10,2197.05,
2013/07/09,2199.54,
2013/07/08,2197.49,
2013/07/05,2195.75,
2013/07/04,2197.76,
2013/07/03,2194.94,
2013/07/02,2196.29,
2013/07/01,2190.95,
2013/06/28,2185.01,
2013/06/27,2181.03,
2013/06/26,2184.99,
2013/06/25,2201.67,
2013/06/24,2210.39,
2013/06/21,2213.67,
2013/06/20,2208.80,
2013/06/19,2220.58,
2013/06/18,2225.38,
2013/06/14,2224.73,
2013/06/13,2228.31,
2013/06/12,2255.65,
2013/06/11,2245.48,
2013/06/10,2251.88,
2013/06/07,2253.13,
2013/06/06,2241.25,
2013/06/05,2235.12,
2013/06/04,2239.94,
2013/06/03,2255.01,
2013/05/31,2265.04,
2013/05/30,2251.43,
2013/05/29,2237.90,
2013/05/28,2231.26,
2013/05/27,2224.07,
2013/05/24,2226.30,
2013/05/23,2224.45,
2013/05/22,2227.51,
2013/05/21,2223.35,
2013/05/20,2210.00,
2013/05/17,2214.31,
2013/05/16,2205.74,
2013/05/15,2200.06,
2013/05/14,2198.95,
2013/05/13,2201.98,
2013/05/10,2203.92,
2013/05/09,2209.59,
2013/05/08,2204.45,
2013/05/07,2196.49,
2013/05/06,2189.75,
2013/05/03,2188.17,
2013/05/02,2190.95,
2013/04/30,2190.04,
2013/04/29,2194.08,
2013/04/26,2193.08,
2013/04/25,2192.74,
2013/04/24,2190.23,
2013/04/23,2189.43,
2013/04/22,2194.79,
2013/04/19,2188.72,
2013/04/18,2185.88,
2013/04/17,2186.68,
2013/04/16,2196.84,
2013/04/15,2192.38,
2013/04/12,2209.20,
2013/04/11,2207.81,
2013/04/10,2213.93,
2013/04/09,2210.96,
2013/04/08,2209.62,
2013/04/05,2216.15,
2013/04/04,2227.10,
2013/04/03,2237.12,
2013/04/02,2238.39,
2013/03/28,2242.14,
2013/03/27,2242.29,
2013/03/26,2243.53,
2013/03/25,2242.19,
2013/03/22,2247.07,
2013/03/20,2236.81,
2013/03/19,2235.94,
2013/03/18,2234.89,
2013/03/15,2240.29,
2013/03/14,2234.42,
2013/03/13,2236.86,
2013/03/12,2235.44,
2013/03/11,2231.85,
2013/03/08,2230.53,
2013/03/07,2227.96,
2013/03/06,2219.93,
2013/03/05,2222.98,
2013/03/04,2224.52,
2013/03/01,2233.18,
2013/02/28,2227.35,
2013/02/27,2220.78,
2013/02/26,2220.62,
2013/02/25,2225.13,
2013/02/22,2227.93,
2013/02/21,2226.31,
2013/02/20,2239.75,
2013/02/19,2240.65,
2013/02/18,2237.82,
2013/02/15,2248.52,
2013/02/14,2253.02,
2013/02/13,2253.30,
2013/02/12,2254.23,
2013/02/11,2249.41,
2013/02/08,2246.08,
2013/02/07,2244.91,
2013/02/06,2242.98,
2013/02/05,2238.36,
2013/02/04,2241.65,
2013/02/01,2242.69,
2013/01/31,2236.64,
2013/01/30,2233.76,
2013/01/29,2230.95,
2013/01/28,2227.82,
2013/01/25,2224.63,
2013/01/24,2224.65,
2013/01/23,2215.43,
2013/01/22,2209.06,
2013/01/21,2212.14,
2013/01/18,2205.64,
2013/01/17,2193.03,
2013/01/16,2189.90,
2013/01/15,2189.48,
2013/01/14,2178.37,
2013/01/11,2171.19,
2013/01/10,2163.30,
2013/01/09,2157.84,
2013/01/08,2153.52,
2013/01/07,2156.81,
2013/01/04,2155.58,
2013/01/03,2151.20,
2013/01/02,2139.31,
2012/12/31,2140.42,
2012/12/28,2139.03,
2012/12/27,2144.63,
2012/12/24,2144.64,
2012/12/21,2140.95,
2012/12/20,2142.41,
2012/12/19,2139.01,
2012/12/18,2139.22,
2012/12/14,2147.71,
2012/12/13,2149.18,
2012/12/12,2151.52,
2012/12/11,2143.88,
2012/12/10,2138.46,
2012/12/07,2133.23,
2012/12/06,2130.78,
2012/12/05,2129.84,
2012/12/04,2124.54,
2012/12/03,2125.50,
2012/11/30,2124.13,
2012/11/29,2120.83,
2012/11/28,2119.98,
2012/11/27,2123.89,
2012/11/26,2122.57,
2012/11/23,2124.83,
2012/11/22,2127.24,
2012/11/21,2121.81,
2012/11/20,2121.56,
2012/11/19,2111.59,
2012/11/16,2110.74,
2012/11/15,2106.67,
2012/11/14,2107.73,
2012/11/13,2104.66,
2012/11/12,2109.19,
2012/11/09,2108.54,
2012/11/08,2110.56,
2012/11/07,2109.66,
2012/11/06,2113.48,
2012/11/05,2111.22,
2012/11/02,2113.69,
2012/11/01,2106.61,
2012/10/31,2104.23,
2012/10/30,2097.68,
2012/10/29,2091.75,
2012/10/26,2098.99,
2012/10/25,2105.12,
2012/10/24,2105.58,
2012/10/23,2100.42,
2012/10/22,2107.25,
2012/10/19,2110.47,
2012/10/18,2104.01,
2012/10/17,2120.11,
2012/10/16,2115.30,
2012/10/15,2114.93,
2012/10/12,2115.50,
2012/10/11,2118.79,
2012/10/10,2120.47,
2012/10/09,2126.64,
2012/10/08,2127.73,
2012/10/05,2123.59,
2012/10/04,2111.00,
2012/10/03,2104.63,
2012/10/02,2098.77,
2012/10/01,2089.21,
2012/09/28,2085.43,
2012/09/27,2074.92,
2012/09/26,2074.88,
2012/09/25,2084.90,
2012/09/21,2096.53,
2012/09/20,2103.07,
2012/09/19,2110.43,
2012/09/18,2108.80,
2012/09/17,2110.14,
2012/09/14,2102.23,
2012/09/13,2084.06,
2012/09/12,2077.19,
2012/09/11,2065.16,
2012/09/10,2068.74,
2012/09/07,2065.66,
2012/09/06,2059.30,
2012/09/05,2052.17,
2012/09/04,2059.50,
2012/09/03,2059.62,
2012/08/31,2058.87,
2012/08/30,2060.02,
2012/08/29,2064.20,
2012/08/28,2062.01,
2012/08/27,2062.28,
2012/08/24,2056.77,
2012/08/23,2054.14,
2012/08/22,2049.35,
2012/08/21,2050.61,
2012/08/20,2045.96,
2012/08/17,2041.90,
2012/08/16,2036.25,
2012/08/15,2028.77,
2012/08/14,2031.10,
2012/08/13,2032.08,
2012/08/10,2031.42,
2012/08/08,2035.03,
2012/08/07,2032.37,
2012/08/06,2030.85,
2012/08/03,2032.95,
2012/08/02,2033.44,
2012/08/01,2025.07,
2012/07/31,2017.94,
2012/07/30,2018.15,
2012/07/27,2020.76,
2012/07/26,2017.95,
2012/07/25,2027.76,
2012/07/24,2026.14,
2012/07/23,2022.31,
2012/07/20,2022.50,
2012/07/19,2013.14,
2012/07/18,2009.16,
2012/07/17,2011.54,
2012/07/16,2020.42,
2012/07/13,2010.55,
2012/07/12,2010.72,
2012/07/11,2011.76,
2012/07/10,2017.05,
2012/07/09,2018.00,
2012/07/06,2020.27,
2012/07/05,2020.17,
2012/07/04,2018.82,
2012/07/03,2017.07,
2012/07/02,2017.41,
2012/06/29,2030.50,
2012/06/28,2034.88,
2012/06/27,2039.14,
2012/06/26,2046.55,
2012/06/25,2045.97,
2012/06/22,2043.65,
2012/06/21,2045.38,
2012/06/20,2047.27,
2012/06/19,2047.20,
2012/06/18,2046.52,
2012/06/15,2041.50,
2012/06/14,2037.64,
2012/06/13,2035.41,
2012/06/12,2030.78,
2012/06/11,2031.67,
2012/06/08,2031.80,
2012/06/07,2035.15,
2012/06/06,2032.30,
2012/06/05,2027.13,
2012/06/04,2030.78,
2012/06/01,2033.98,
2012/05/31,2037.19,
2012/05/30,2028.05,
2012/05/29,2026.39,
2012/05/28,2024.83,
2012/05/25,2021.50,
2012/05/24,2028.37,
2012/05/23,2033.53,
2012/05/22,2035.72,
2012/05/21,2032.81,
2012/05/18,2037.96,
2012/05/17,2041.94,
2012/05/16,2038.83,
2012/05/15,2037.37,
2012/05/14,2038.02,
2012/05/11,2042.10,
2012/05/10,2047.54,
2012/05/09,2039.33,
2012/05/08,2042.15,
2012/05/07,2042.51,
2012/05/03,2047.08,
2012/05/02,2049.79,
2012/04/30,2049.05,
2012/04/26,2042.52,
2012/04/25,2041.58,
2012/04/24,2044.22,
2012/04/23,2041.45,
2012/04/20,2043.12,
2012/04/19,2045.83,
2012/04/18,2043.26,
2012/04/17,2042.92,
2012/04/16,2043.03,
2012/04/13,2043.62,
2012/04/12,2043.08,
2012/04/11,2042.03,
2012/04/10,2039.11,
2012/04/05,2037.22,
2012/04/04,2039.57,
2012/04/03,2040.03,
2012/04/02,2033.77,
2012/03/30,2037.87,
2012/03/29,2036.07,
2012/03/28,2037.82,
2012/03/27,2041.44,
2012/03/26,2040.61,
2012/03/23,2038.28,
2012/03/22,2040.51,
2012/03/20,2043.18,
2012/03/19,2041.47,
2012/03/16,2046.73,
2012/03/15,2045.12,
2012/03/14,2045.94,
2012/03/13,2039.70,
2012/03/12,2034.48,
2012/03/09,2028.70,
2012/03/08,2027.86,
2012/03/07,2024.26,
2012/03/06,2025.85,
2012/03/05,2031.04,
2012/03/02,2030.65,
2012/03/01,2028.57,
2012/02/29,2032.23,
2012/02/28,2033.61,
2012/02/27,2028.73,
2012/02/24,2030.57,
2012/02/23,2030.03,
2012/02/22,2028.75,
2012/02/21,2026.73,
2012/02/20,2025.31,
2012/02/17,2022.55,
2012/02/16,2016.70,
2012/02/15,2021.52,
2012/02/14,2021.17,
2012/02/13,2018.72,
2012/02/10,2011.78,
2012/02/09,2016.07,
2012/02/08,2018.49,
2012/02/07,2015.71,
2012/02/06,2016.38,
2012/02/03,2019.89,
2012/02/02,2023.19,
2012/02/01,2017.05,
2012/01/31,2018.36,
2012/01/30,2012.22,
2012/01/27,2017.33,
2012/01/26,2022.56,
2012/01/25,2013.15,
2012/01/24,2011.51,
2012/01/23,2013.32,
2012/01/20,2006.59,
2012/01/19,2006.51,
2012/01/18,2001.23,
2012/01/17,1998.59,
2012/01/16,1989.54,
2012/01/13,1989.64,
2012/01/12,1991.22,
2012/01/11,1994.21,
2012/01/10,1993.12,
2012/01/09,1991.60,
2012/01/06,1993.53,
2012/01/05,1991.09,
2012/01/04,1995.34,
2012/01/03,1991.81,
2011/12/30,2017.04,
2011/12/29,2015.48,
2011/12/28,2017.64,
2011/12/23,2015.37,
2011/12/22,2013.30,
2011/12/21,2010.98,
2011/12/20,2009.80,
2011/12/19,2008.42,
2011/12/15,2011.73,
2011/12/14,2014.48,
2011/12/13,2021.51,
2011/12/12,2023.94,
2011/12/09,2024.72,
2011/12/08,2025.66,
2011/12/07,2024.83,
2011/12/06,2022.62,
2011/12/05,2023.02,
2011/12/02,2019.28,
2011/12/01,2017.79,
2011/11/30,2020.68,
2011/11/29,2003.07,
2011/11/28,2006.98,
2011/11/25,2000.56,
2011/11/24,2006.34,
2011/11/23,2004.05,
2011/11/22,2008.02,
2011/11/21,2007.51,
2011/11/18,2012.45,
2011/11/17,2014.46,
2011/11/16,2015.44,
2011/11/15,2012.72,
2011/11/14,2012.81,
2011/11/11,2009.77,
2011/11/10,2012.09,
2011/11/09,2011.56,
2011/11/08,2019.29,
2011/11/07,2012.42,
2011/11/04,2012.38,
2011/11/03,2014.96,
2011/11/02,2011.25,
2011/11/01,1999.80,
2011/10/31,2011.23,
2011/10/28,2016.21,
2011/10/27,2014.65,
2011/10/26,2006.41,
2011/10/25,2004.77,
2011/10/24,2002.15,
2011/10/21,1996.73,
2011/10/20,1996.29,
2011/10/19,2002.30,
2011/10/18,1997.22,
2011/10/17,1999.53,
2011/10/14,1999.94,
2011/10/13,1998.02,
2011/10/12,2003.36,
2011/10/11,1995.22,
2011/10/10,1994.64,
2011/10/07,1988.64,
2011/10/06,1986.04,
2011/10/05,1976.93,
2011/10/04,1977.99,
2011/10/03,1980.58,
2011/09/30,1984.86,
2011/09/29,1986.11,
2011/09/28,1997.85,
2011/09/27,1996.41,
2011/09/26,1990.73,
2011/09/23,1989.60,
2011/09/22,1994.75,
2011/09/21,2015.65,
2011/09/20,2005.77,
2011/09/19,2003.83,
2011/09/16,2002.68,
2011/09/15,1998.49,
2011/09/14,1993.07,
2011/09/13,1988.52,
2011/09/12,1981.77,
2011/09/09,1998.00,
2011/09/08,1993.33,
2011/09/07,1991.27,
2011/09/06,1979.95,
2011/09/05,1988.32,
2011/09/02,1991.85,
2011/09/01,2001.36,
2011/08/31,2003.65,
2011/08/30,1984.13,
2011/08/29,1980.99,
2011/08/26,1962.03,
2011/08/25,1971.12,
2011/08/24,1973.59,
2011/08/23,1968.50,
2011/08/22,1974.18,
2011/08/19,1967.78,
2011/08/18,1981.16,
2011/08/17,1985.77,
2011/08/16,1984.89,
2011/08/15,1985.31,
2011/08/12,1983.04,
2011/08/11,1962.94,
2011/08/10,1959.01,
2011/08/08,1956.85,
2011/08/05,1960.69,
2011/08/04,1975.74,
2011/08/03,1987.49,
2011/08/02,1988.07,
2011/08/01,1994.83,
2011/07/29,1992.03,
2011/07/28,1994.35,
2011/07/27,2002.04,
2011/07/26,2004.81,
2011/07/25,2005.35,
2011/07/22,2004.36,
2011/07/21,2001.89,
2011/07/20,2012.63,
2011/07/19,2013.65,
2011/07/18,2010.06,
2011/07/15,2016.30,
2011/07/14,2016.66,
2011/07/13,2006.67,
2011/07/12,2003.00,
2011/07/11,2005.34,
2011/07/08,2004.95,
2011/07/07,2021.41,
2011/07/06,2018.11,
2011/07/05,2020.14,
2011/07/04,2016.33,
2011/07/01,2008.84,
2011/06/30,2040.07,
2011/06/29,2033.21,
2011/06/28,2025.83,
2011/06/27,2019.21,
2011/06/24,2023.07,
2011/06/23,2016.28,
2011/06/22,2026.62,
2011/06/21,2031.29,
2011/06/20,2022.23,
2011/06/17,2023.22,
2011/06/15,2032.35,
2011/06/14,2034.98,
2011/06/13,2037.81,
2011/06/10,2044.49,
2011/06/09,2046.51,
2011/06/08,2045.89,
2011/06/07,2047.51,
2011/06/06,2043.75,
2011/06/03,2043.29,
2011/06/02,2054.02,
2011/06/01,2060.12,
2011/05/31,2066.65,
2011/05/30,2057.70,
2011/05/27,2057.09,
2011/05/26,2049.78,
2011/05/25,2040.20,
2011/05/24,2040.20,
2011/05/23,2030.18,
2011/05/20,2052.87,
2011/05/19,2049.51,
2011/05/17,2043.30,
2011/05/16,2041.78,
2011/05/13,2047.62,
2011/05/12,2036.84,
2011/05/11,2050.35,
2011/05/10,2045.83,
2011/05/09,2033.90,
2011/05/06,2041.88,
2011/05/05,2031.81,
2011/05/04,2048.62,
2011/05/03,2062.67,
2011/04/29,2072.08,
2011/04/28,2056.06,
2011/04/26,2059.68,
2011/04/21,2056.48,
2011/04/20,2044.63,
2011/04/19,2025.29,
2011/04/18,2026.84,
2011/04/15,2039.51,
2011/04/14,2036.35,
2011/04/13,2049.59,
2011/04/12,2047.47,
2011/04/11,2056.90,
2011/04/08,2064.49,
2011/04/07,2068.97,
2011/04/06,2070.73,
2011/04/05,2061.18,
2011/04/04,2060.27,
2011/04/01,2053.19,
2011/03/31,2050.88,
2011/03/30,2047.74,
2011/03/29,2032.25,
2011/03/28,2023.48,
2011/03/25,2023.64,
2011/03/24,2023.04,
2011/03/23,2017.23,
2011/03/22,2004.86,
2011/03/18,2001.66,
2011/03/17,1998.93,
2011/03/16,1999.11,
2011/03/15,1992.44,
2011/03/14,2011.07,
2011/03/11,2013.11,
2011/03/10,2018.40,
2011/03/09,2035.53,
2011/03/08,2029.79,
2011/03/07,2040.96,
2011/03/04,2038.62,
2011/03/03,2035.27,
2011/03/02,2027.33,
2011/03/01,2034.31,
2011/02/28,2037.40,
2011/02/25,2019.03,
2011/02/24,2013.58,
2011/02/23,2031.11,
2011/02/22,2041.65,
2011/02/21,2050.42,
2011/02/18,2043.08,
2011/02/17,2048.96,
2011/02/16,2046.35,
2011/02/15,2052.59,
2011/02/14,2053.13,
2011/02/11,2046.19,
2011/02/10,2039.45,
2011/02/09,2041.56,
2011/02/08,2043.86,
2011/02/07,2050.15,
2011/02/04,2052.62,
2011/02/03,2043.94,
2011/02/02,2040.37,
2011/02/01,2029.73,
2011/01/31,2023.42,
2011/01/28,2030.49,
2011/01/27,2040.23,
2011/01/26,2035.74,
2011/01/25,2032.26,
2011/01/24,2036.23,
2011/01/21,2041.51,
2011/01/20,2038.32,
2011/01/19,2053.15,
2011/01/18,2055.57,
2011/01/17,2055.65,
2011/01/14,2054.97,
2011/01/13,2052.17,
2011/01/12,2053.74,
2011/01/11,2041.79,
2011/01/10,2034.25,
2011/01/07,2035.50,
2011/01/06,2044.58,
2011/01/05,2040.64,
2011/01/04,2049.38,
2011/01/03,2044.88,
2010/12/31,2059.39,
2010/12/30,2058.73,
2010/12/29,2051.73,
2010/12/28,2052.76,
2010/12/24,2053.36,
2010/12/23,2052.80,
2010/12/22,2054.29,
2010/12/21,2049.36,
2010/12/20,2043.04,
2010/12/17,2039.86,
2010/12/15,2037.26,
2010/12/14,2036.59,
2010/12/13,2036.42,
2010/12/10,2034.56,
2010/12/09,2038.26,
2010/12/08,2040.24,
2010/12/07,2043.14,
2010/12/06,2037.16,
2010/12/03,2030.32,
2010/12/02,2021.02,
2010/12/01,2010.79,
2010/11/30,1999.11,
2010/11/29,2018.07,
2010/11/26,2020.40,
2010/11/25,2025.96,
2010/11/24,2015.44,
2010/11/23,2015.02,
2010/11/22,2027.71,
2010/11/19,2027.77,
2010/11/18,2032.67,
2010/11/17,2028.57,
2010/11/16,2032.25,
2010/11/15,2038.47,
2010/11/12,2031.37,
2010/11/11,2028.78,
2010/11/10,2035.53,
2010/11/09,2036.96,
2010/11/08,2027.67,
2010/11/05,2020.26,
2010/11/04,2021.58,
2010/11/03,2014.81,
2010/11/02,2003.61,
2010/11/01,1997.16,
2010/10/29,1995.35,
2010/10/28,1989.75,
2010/10/27,1987.43,
2010/10/26,1984.60,
2010/10/25,1995.53,
2010/10/22,1995.58,
2010/10/21,1999.33,
2010/10/20,1993.58,
2010/10/19,1999.75,
2010/10/18,1997.37,
2010/10/15,1995.03,
2010/10/14,1995.17,
2010/10/13,1998.32,
2010/10/12,1990.13,
2010/10/11,1988.16,
2010/10/08,1982.98,
